volgnr,lat,lon,label
303,52.339404,4.894461,2258
305,52.352391,4.875368,720
306,52.353126,4.815827,2258
307,52.344331,4.947397,2258
309,52.352394,4.996545,2258
310,52.303899,5.019476,2258
311,52.315535,4.969973,2258
312,52.37179,4.950473,4320
313,52.358014,4.917947,2640
314,52.383249,4.817011,2258
316,52.351808,4.809048,2258
317,52.372285,4.811674,2258
318,52.351528,4.995408,2258
319,52.319526,4.962353,2258
320,52.343744,4.875086,2258
321,52.317676,4.952926,2258
322,52.351242,4.782211,9120
323,52.348867,4.80866,2258
325,52.355504,4.926472,1920
326,52.360536,4.980208,2258
327,52.386947,4.949134,2258
328,52.350557,4.799685,2258
331,52.3511,4.7737,2258
332,52.39776,4.954302,2258
333,52.344533,4.788363,3120
334,52.323401,4.872049,2258
335,52.352105,4.881888,4320
336,52.34531,4.789189,2880
337,52.304272,4.96439,2258
338,52.367803,4.832949,2258
339,52.387218,4.949308,2258
341,52.352656,4.880532,4800
342,52.351404,4.771773,2258
343,52.345238,4.792668,2258
344,52.344141,4.81446,2258
345,52.423363,4.891573,2258
347,52.322973,4.951422,2258
348,52.349539,4.781353,720
349,52.344481,4.810479,2258
350,52.357039,4.988035,2258
352,52.402403,4.92024,2258
353,52.323902,4.884042,2258
355,52.347669,4.808148,2258
356,52.351023,4.885306,1440
357,52.361604,4.825891,2258
358,52.318679,4.982278,2258
359,52.42174,4.896854,2258
360,52.323299,4.964356,2258
361,52.347272,4.924356,2258
362,52.360275,4.993437,2258
363,52.326268,4.863816,2258
365,52.352097,4.880186,4800
366,52.409259,4.917376,2258
367,52.361287,4.943926,1200
369,52.352379,4.813825,0
370,52.354593,4.819962,2258
372,52.35261,4.773708,1920
373,52.348841,4.909869,2400
375,52.323962,4.98443,2258
376,52.327256,4.978004,2258
377,52.362017,4.93511,7680
378,52.35376,4.82053,2258
379,52.303635,4.969645,2258
381,52.303072,4.96811,2258
382,52.365245,4.98548,1920
383,52.35424,4.77963,2258
384,52.343535,4.809977,2258
385,52.361451,4.935072,8400
386,52.356187,4.935859,1200
387,52.351723,4.806495,2258
388,52.353944,4.927486,12000
389,52.319881,4.963713,2258
390,52.381465,4.875136,17760
392,52.350819,4.77159,2258
393,52.348491,4.93513,2258
394,52.347589,4.924881,2258
395,52.374956,4.821332,2258
396,52.352929,4.939386,2258
397,52.350321,4.817462,2258
398,52.352694,4.784847,2258
399,52.327605,4.982593,2258
400,52.407324,4.923568,2258
401,52.322037,4.981191,2258
402,52.378514,4.791782,0
404,52.411125,4.901013,2258
406,52.388365,4.955848,2258
408,52.327079,4.860403,2258
409,52.352733,4.847036,1920
410,52.410945,4.896679,2258
411,52.382738,4.795177,2258
412,52.353141,4.924486,2258
413,52.327278,4.981803,2258
414,52.3073,4.961722,2258
418,52.327059,4.980749,2258
420,52.358954,4.822255,2258
421,52.345621,4.874727,2258
422,52.408178,4.930672,2258
423,52.292093,4.979515,2258
425,52.361454,4.935865,13680
426,52.351508,4.864429,2258
428,52.386589,4.949402,2258
429,52.327928,4.979773,2258
430,52.370751,4.941629,2258
431,52.303405,4.96821,2258
432,52.344888,4.886109,2258
433,52.364097,4.940874,15360
434,52.344045,4.805979,2258
435,52.391969,4.924772,2258
436,52.327213,4.978415,2258
437,52.400957,4.913511,2258
438,52.383867,4.829869,2258
439,52.299412,4.969992,2258
441,52.343152,4.862986,2258
442,52.326894,4.977289,2258
443,52.349551,4.869046,1680
444,52.343251,4.814486,2258
445,52.360956,4.976813,2258
446,52.346333,4.80137,2258
449,52.34273,4.812732,2258
450,52.343207,4.791037,2258
451,52.34088,4.805712,2258
453,52.383362,4.806875,2258
454,52.361845,4.854574,5040
455,52.300947,4.998492,2258
456,52.346369,4.7853,2258
457,52.321384,4.961704,2258
460,52.393928,4.931685,2258
461,52.353877,4.940609,0
462,52.30066,4.993364,2258
463,52.324661,4.882904,2258
465,52.35344,4.779509,2258
466,52.362194,4.976391,2258
467,52.392613,4.945214,720
468,52.355966,4.883092,0
469,52.348312,4.901201,2160
470,52.324123,4.887531,2258
471,52.352775,4.866381,1440
472,52.320089,4.989877,2258
473,52.32861,4.979649,2258
474,52.354779,4.878937,2160
475,52.380394,4.810233,2258
476,52.42014,4.894637,4800
477,52.367718,4.830175,2258
478,52.342628,4.806467,2258
479,52.299649,4.994589,0
481,52.374914,4.819952,0
484,52.338945,4.898648,2258
485,52.375078,4.820478,2258
486,52.381113,4.85634,480
487,52.343327,4.826548,2258
488,52.321927,4.988511,2258
489,52.300265,4.972286,2258
490,52.299247,4.992629,2258
491,52.328646,4.979737,2258
492,52.404332,4.897032,1680
494,52.319301,4.988256,2258
495,52.343944,4.805525,2880
496,52.318574,4.955278,2258
497,52.289638,4.974114,2258
498,52.342366,4.804401,1920
501,52.423603,4.891056,2258
502,52.41744,4.90456,2258
503,52.388492,4.95874,2258
505,52.361856,4.979961,2258
506,52.330997,4.864259,2400
507,52.344346,4.825361,2258
508,52.370103,4.856355,720
509,52.345167,4.796543,2258
510,52.361772,4.929725,1440
511,52.416377,4.89753,2258
512,52.380998,4.837014,2258
513,52.342799,4.909288,1920
514,52.390141,4.959929,7440
515,52.346399,4.950135,2258
516,52.324498,4.986009,2258
517,52.389045,4.957398,2258
518,52.351146,4.777383,2258
519,52.347515,4.784551,2258
520,52.353109,4.995203,2258
521,52.344449,4.952591,2258
522,52.350144,4.934849,2258
523,52.409017,4.931501,2258
524,52.343021,4.950535,7200
526,52.299947,4.992402,2258
527,52.356789,4.993864,2258
528,52.391463,4.935809,720
529,52.343902,4.800551,2258
530,52.344562,4.92547,1440
531,52.352393,4.879903,4800
532,52.418918,4.896812,2258
533,52.352333,4.880726,7200
534,52.342517,4.950276,2258
535,52.322038,4.966172,2258
536,52.298031,4.99453,2258
537,52.369589,4.832471,2258
538,52.361659,4.822352,2258
541,52.338433,4.898683,2258
542,52.403975,4.940869,2258
543,52.36924,4.832696,2258
544,52.297858,4.980767,2258
545,52.303828,5.019931,2258
548,52.375548,4.832411,2258
549,52.372043,4.948327,2880
550,52.353759,4.820427,2258
551,52.361834,4.978728,2258
553,52.419095,4.907261,2258
554,52.353491,4.86784,1200
555,52.350319,4.815202,2258
556,52.300944,4.997627,2258
557,52.362589,4.93186,8400
558,52.312711,4.976921,2258
560,52.343727,4.792468,2258
561,52.325536,4.863018,2258
562,52.353891,4.780002,2258
563,52.349123,4.789534,2258
564,52.356888,4.908417,3120
565,52.347476,4.782071,2258
566,52.35513,4.883263,1920
568,52.374894,4.770977,2258
569,52.355996,4.851107,480
571,52.304917,4.966436,2400
572,52.399651,4.947892,2258
573,52.410016,4.900246,2258
574,52.343067,4.791831,2258
575,52.346037,4.877525,2258
576,52.410209,4.899053,2258
578,52.356649,4.994996,2258
579,52.341816,4.820682,2258
580,52.347414,4.87999,2258
581,52.373206,4.937228,2258
582,52.348284,4.781869,2258
583,52.3821,4.834459,2258
584,52.339387,4.894754,2400
585,52.352711,4.866132,2400
586,52.304899,4.966378,2258
587,52.356352,4.939028,2258
588,52.408242,4.933228,2258
590,52.388547,4.88779,3360
592,52.40948,4.925735,2258
593,52.346268,4.784861,2258
594,52.306878,5.017839,2258
596,52.366414,4.829927,2258
597,52.354424,4.935393,720
600,52.361515,4.977366,2258
602,52.347722,4.924469,2258
603,52.318231,4.990671,2258
604,52.383263,4.856755,1920
606,52.352704,4.848592,13680
607,52.356629,4.908758,1200
609,52.316423,4.98507,2258
610,52.364858,4.937533,480
611,52.351342,4.938066,1200
612,52.383588,4.831547,2258
614,52.407773,4.928207,2258
615,52.300631,4.998026,2258
616,52.353744,4.828544,2258
617,52.32473,4.861546,2258
618,52.346015,4.789942,2258
619,52.404798,4.896777,2258
621,52.383109,4.790339,2258
622,52.343304,4.808689,2258
625,52.320638,4.944478,2880
627,52.323489,4.882052,2258
628,52.348024,4.923659,2258
629,52.401307,4.90904,2258
630,52.35162,4.996053,2258
631,52.362231,4.858519,720
632,52.347459,4.880062,2258
634,52.358009,4.907745,1440
636,52.365715,4.851929,720
637,52.342754,4.808402,2258
638,52.380863,4.792264,2258
639,52.342249,4.924658,2258
640,52.417801,4.883359,2258
641,52.361179,4.979145,2258
643,52.352475,4.938246,0
644,52.420088,4.90384,0
645,52.321062,4.985292,2258
647,52.347365,4.779724,2258
648,52.367193,4.829388,2880
649,52.382907,4.871976,960
650,52.355862,4.998746,2258
651,52.343169,4.823747,2258
652,52.322002,4.966201,2258
654,52.36281,4.824232,2258
655,52.393927,4.941,2258
656,52.389757,4.906418,2258
658,52.3503,4.884448,3360
660,52.378853,4.869703,960
661,52.349659,4.883633,2258
662,52.327154,4.979589,2258
663,52.342754,4.909303,2640
664,52.319119,4.966757,2258
666,52.361757,4.824025,2258
667,52.301735,4.971275,2258
668,52.303507,4.969206,2258
669,52.351143,4.773303,2258
670,52.348636,4.814739,2258
671,52.381554,4.801244,5760
672,52.348868,4.778368,2258
673,52.368298,4.831063,2258
674,52.347041,4.929759,2258
675,52.344276,4.801808,2258
676,52.295501,4.969633,2258
678,52.382172,4.789838,2258
679,52.344859,4.79596,2258
680,52.304027,4.968776,2258
681,52.323507,4.962271,2258
683,52.327166,4.98311,2258
685,52.326688,4.977525,2258
686,52.383266,4.831933,2258
687,52.374178,4.82027,2258
688,52.349025,4.880544,2258
689,52.379784,4.850658,1440
690,52.352078,4.849187,2880
691,52.388318,4.955349,3840
692,52.378531,4.851819,2400
693,52.345437,4.789334,2258
694,52.361026,4.821377,2258
695,52.326898,4.85998,2258
697,52.367632,4.831071,2258
698,52.357866,4.90782,1440
699,52.421527,4.897621,2258
700,52.352203,4.771468,2258
701,52.37949,4.796321,2258
702,52.409834,4.89312,2258
703,52.353023,4.993575,2258
704,52.322198,4.981043,2258
706,52.325519,4.863224,2258
709,52.382252,4.78969,2258
710,52.345795,4.877499,2258
711,52.406558,4.923091,2258
712,52.361301,4.824427,2258
713,52.360503,4.826668,2258
715,52.361736,4.979067,2258
716,52.34401,4.788106,2258
718,52.354995,4.992222,2258
719,52.423549,4.890953,2258
720,52.2994,4.969347,2258
721,52.374471,4.948582,2258
722,52.345149,4.785874,2258
723,52.316743,4.965738,2258
724,52.393245,4.924817,2258
725,52.324374,4.860421,2258
726,52.345612,4.78669,2258
727,52.417585,4.876983,2258
728,52.324243,4.863239,2258
729,52.417788,4.890944,31440
730,52.306678,5.01441,2258
733,52.401986,4.914631,2258
734,52.35947,4.992006,2258
735,52.325133,4.985182,2258
736,52.364911,4.827552,4800
737,52.359944,4.991121,2258
738,52.390202,4.87339,720
740,52.343375,4.948903,2258
741,52.340806,4.797877,2258
742,52.30358,4.969498,2258
743,52.360502,4.82658,2258
744,52.346677,4.910333,1680
745,52.347179,4.780197,2258
746,52.354007,4.860627,2258
747,52.30329,4.968651,2258
749,52.352694,4.77083,2258
750,52.423758,4.895935,2258
751,52.350692,4.831239,4800
754,52.353604,4.860764,2258
755,52.421644,4.897487,2258
756,52.298717,4.990082,2258
757,52.362149,4.976259,3600
758,52.364815,4.828229,3360
760,52.374157,4.819492,2258
761,52.325815,4.982139,2258
762,52.345965,4.783603,2258
763,52.401152,4.947906,2258
764,52.350086,4.884773,3840
765,52.373669,4.945638,720
766,52.352161,4.78073,2258
767,52.298027,4.996084,2258
768,52.418988,4.89634,2258
769,52.402474,4.906456,2258
770,52.324998,4.96453,2258
772,52.356311,4.998683,2258
773,52.350235,4.812826,1440
775,52.30319,4.968432,2258
777,52.350456,4.885297,11520
779,52.327503,4.979146,3840
780,52.356578,4.995114,3360
782,52.395365,4.915407,2258
784,52.348461,4.783129,2258
785,52.291277,4.977631,2258
787,52.348287,4.818912,2258
788,52.319904,4.962423,2258
789,52.410002,4.898879,2258
790,52.356898,4.994025,2258
791,52.356862,4.993981,2258
793,52.383681,4.795193,2258
794,52.360704,4.981924,2258
795,52.328945,4.980395,2258
796,52.364687,4.942277,480
799,52.348001,4.788169,2258
800,52.407281,4.924259,2258
801,52.351137,4.938391,720
802,52.327859,4.978233,2258
803,52.35287,4.857441,2258
804,52.423989,4.890846,2258
805,52.354701,4.80151,2258
806,52.348012,4.792073,2258
807,52.383068,4.800151,2258
808,52.321826,4.980152,2258
809,52.416537,4.875745,2400
810,52.347205,4.80877,2258
811,52.382612,4.789832,2258
813,52.308055,4.961597,2258
814,52.320192,4.980665,0
815,52.326957,4.979826,2258
816,52.289071,4.97368,2258
817,52.352113,4.774963,2258
818,52.346033,4.791732,2258
819,52.32719,4.979545,2258
820,52.3488,4.77743,2258
821,52.342779,4.824705,2258
823,52.368276,4.830403,2258
824,52.350598,4.772298,2258
825,52.36155,4.825892,2258
826,52.347386,4.781984,2258
827,52.376805,4.82451,2258
828,52.350178,4.885271,7680
829,52.344006,4.907632,720
830,52.417612,4.876909,2258
832,52.417096,4.897464,2258
834,52.416689,4.885988,2258
835,52.326328,4.865297,2258
836,52.3289,4.980292,2258
837,52.3543,4.803995,2258
838,52.299614,4.968788,2258
839,52.399397,4.954624,2258
841,52.301995,4.968458,2258
842,52.36204,4.97601,2258
843,52.348218,4.881037,0
844,52.349566,4.878703,2258
845,52.357714,4.921664,2258
846,52.354415,4.80552,2258
848,52.390222,4.954919,2258
849,52.383577,4.836982,2258
850,52.343072,4.807298,2258
851,52.352757,4.804647,2258
852,52.325068,4.860911,2258
854,52.327864,4.982341,2258
855,52.30351,4.964983,2258
856,52.35376,4.820706,2258
857,52.348424,4.790115,0
858,52.354038,4.820468,2258
860,52.345471,4.890152,1200
861,52.361738,4.934966,10080
863,52.408798,4.925934,2258
864,52.387016,4.94812,720
865,52.353486,4.936885,2400
866,52.367468,4.86405,480
867,52.327596,4.977458,2258
868,52.300841,4.996514,2258
869,52.355018,4.884394,3360
870,52.36756,4.832908,2258
871,52.343739,4.824503,2258
873,52.411538,4.88784,2258
874,52.348783,4.808148,2258
875,52.41684,4.896423,2258
876,52.320405,4.961831,2258
878,52.358235,4.99623,2258
879,52.407006,4.966174,2258
880,52.324871,4.98492,2258
882,52.361692,4.934747,10080
883,52.345562,4.899045,720
884,52.299947,4.995071,0
885,52.306385,5.018268,2258
886,52.355603,4.873937,2160
887,52.396003,4.94092,16320
888,52.374817,4.822259,2258
889,52.350234,4.812591,2258
890,52.342383,4.950512,2258
891,52.424214,4.886741,2258
892,52.330614,4.860904,2258
894,52.326545,4.980343,2258
895,52.342804,4.809488,2258
896,52.348541,4.782952,2258
897,52.344521,4.800264,2640
898,52.390976,4.925987,2258
899,52.366681,4.829483,2258
900,52.382384,4.792846,2258
901,52.348155,4.938979,2258
902,52.348549,4.880622,0
903,52.299948,4.992622,2258
904,52.326735,4.863796,2258
905,52.351248,4.776252,2258
906,52.368207,4.864541,2160
909,52.321429,4.96166,2258
910,52.372938,4.805528,2258
911,52.361301,4.8245,2258
912,52.409878,4.901556,2258
913,52.382805,4.837182,2258
914,52.401771,4.91938,2258
915,52.411057,4.888859,2258
916,52.399047,4.95473,2258
917,52.289831,4.970023,2258
918,52.352056,4.862338,1440
920,52.303516,4.969265,2258
922,52.343685,4.873854,2258
923,52.345722,4.787129,2258
924,52.377432,4.942575,38400
925,52.348271,4.938772,2258
926,52.355627,4.99841,2258
927,52.411408,4.904375,2258
928,52.375784,4.830925,2258
929,52.35679,4.936162,2400
930,52.361725,4.933836,11280
931,52.349498,4.789235,2258
932,52.356774,4.994745,2258
933,52.361705,4.82636,1440
935,52.351664,4.995979,2258
936,52.367194,4.829476,2258
937,52.362118,4.935535,7440
939,52.347958,4.79203,2258
940,52.344046,4.807931,2258
941,52.327523,4.982417,2258
943,52.300944,4.997701,2258
945,52.410305,4.902815,2258
946,52.326131,4.982694,2258
947,52.370224,4.859334,720
948,52.344204,4.825788,2258
950,52.345353,4.932492,2258
951,52.328222,4.981912,2258
952,52.387829,4.956631,2258
953,52.345342,4.931978,2258
956,52.351421,4.774958,2258
963,52.349102,4.812605,2258
964,52.369301,4.832357,2258
965,52.299962,4.999806,2258
966,52.317459,4.952576,2258
967,52.300572,4.993775,2258
968,52.42233,4.887454,2258
969,52.356139,4.998244,2258
970,52.353568,4.867062,960
973,52.301107,4.995295,0
974,52.347043,4.819853,1920
975,52.412779,4.907741,2258
976,52.420672,4.894984,2258
977,52.383124,4.791544,2258
978,52.342847,4.871413,2258
979,52.368185,4.831901,2258
980,52.351745,4.859172,1440
981,52.300663,4.994111,2258
982,52.369584,4.862851,2880
983,52.326826,4.980971,2258
985,52.324362,4.985658,2258
986,52.353581,4.94073,2258
987,52.356545,4.990667,3840
988,52.3625,4.932155,4800
989,52.374456,4.820031,0
991,52.34934,4.780974,2258
992,52.353029,4.99538,2258
993,52.399483,4.946145,2258
994,52.318202,4.956558,2258
995,52.383006,4.796627,2258
996,52.394285,4.931006,2258
997,52.34274,4.812937,2258
999,52.347365,4.784949,2258
1000,52.327491,4.98098,2258
1002,52.354038,4.820556,3120
1003,52.364246,4.942223,960
1004,52.418192,4.880195,13680
1005,52.388137,4.957436,2258
1006,52.355539,4.940299,720
1007,52.301097,4.992319,2258
1008,52.300688,4.972663,2258
1009,52.296637,4.9811,2258
1010,52.304118,4.968995,2258
1011,52.326202,4.861059,2258
1012,52.351896,4.774643,2258
1017,52.351972,4.999323,2258
1018,52.324165,4.88687,2258
1020,52.348841,4.778427,2258
1022,52.374907,4.820525,2258
1024,52.348586,4.815635,2258
1025,52.30142,4.97119,2258
1026,52.391982,4.937464,2258
1027,52.300947,4.998566,2258
1028,52.380864,4.799828,5520
1029,52.294024,4.99524,2258
1030,52.304608,4.967891,2258
1031,52.372995,4.943383,2258
1032,52.361996,4.825137,2258
1033,52.368848,4.849072,2880
1034,52.402764,4.943894,2258
1035,52.301792,4.969677,2258
1036,52.407987,4.900797,720
1037,52.298549,4.998982,2258
1038,52.343763,4.825794,2258
1039,52.350645,4.997515,2258
1040,52.343502,4.925687,1920
1042,52.303589,4.969557,2258
1043,52.338937,4.89875,2258
1044,52.416378,4.897604,2258
1045,52.344782,4.933422,2258
1046,52.373834,4.866736,480
1047,52.342936,4.825745,2258
1048,52.348341,4.789691,0
1050,52.343545,4.823272,2258
1051,52.320389,4.945199,960
1052,52.355189,4.88429,2400
1053,52.322106,4.899551,2258
1054,52.338799,4.895964,2258
1055,52.338441,4.898477,2258
1056,52.356035,4.888875,1440
1057,52.301093,4.991058,2258
1060,52.346558,4.801485,2258
1061,52.352718,4.873926,2258
1062,52.397892,4.953419,2258
1063,52.343819,4.809416,2258
1066,52.350157,4.88467,1440
1068,52.418589,4.895536,2258
1069,52.32253,4.943418,1920
1070,52.348183,4.881096,0
1071,52.357461,4.987781,2258
1072,52.366399,4.828767,2258
1073,52.413974,4.921147,2258
1074,52.290958,4.976359,2258
1075,52.413875,5.026766,2258
1076,52.295633,4.971552,2258
1077,52.409162,4.929427,2258
1078,52.344274,4.801397,2258
1079,52.407704,4.901697,2258
1080,52.326014,4.982592,2258
1081,52.3045,5.016275,1440
1085,52.4099,4.893751,2258
1086,52.40989,4.893678,2258
1088,52.417114,4.897566,2258
1089,52.349487,4.812351,2258
1091,52.300948,4.998815,2258
1092,52.326253,4.981607,2258
1093,52.352878,4.783862,2258
1094,52.325204,4.863022,2258
1095,52.3192,4.966683,960
1096,52.345808,4.800643,2258
1097,52.383857,4.829488,2258
1098,52.382028,4.851923,2880
1099,52.352237,4.858755,3600
1100,52.341826,4.820888,2258
1102,52.35505,4.801329,2258
1103,52.345449,4.889301,1440
1104,52.354629,4.935068,720
1105,52.388537,4.887584,4320
1106,52.402077,4.919582,2258
1107,52.421063,4.904946,2258
1108,52.345562,4.886218,2258
1109,52.420597,4.89644,2258
1111,52.343902,4.805981,2160
1112,52.352901,4.997583,2258
1113,52.349545,4.93581,2258
1114,52.366414,4.829985,2258
1115,52.326516,4.982294,2258
1116,52.366752,4.831097,2258
1117,52.31282,4.977272,2258
1118,52.310919,4.973374,2258
1119,52.367416,4.83288,2258
1120,52.360239,4.993511,2258
1121,52.349439,4.848001,4560
1122,52.304593,5.014427,2258
1123,52.300365,4.993791,2258
1124,52.343765,4.826116,2258
1125,52.352412,4.935678,2400
1126,52.347762,4.801542,2258
1127,52.383044,4.798918,2258
1129,52.367718,4.85562,2400
1130,52.295394,4.970059,2258
1131,52.349189,4.790164,2258
1132,52.343505,4.873856,2258
1133,52.367207,4.830343,2258
1134,52.304785,5.015481,2880
1136,52.343978,4.823751,2258
1137,52.409304,4.901812,2258
1138,52.347056,4.787918,2258
1139,52.348788,4.805491,2258
1141,52.312925,4.981744,2258
1142,52.320892,4.945209,2880
1143,52.353457,4.81183,2258
