MEETVERANTWOORDELIJKE,NETBEHEERDER,NETGEBIED,STRAATNAAM,POSTCODE_VAN,POSTCODE_TOT,WOONPLAATS,LANDCODE,PRODUCTSOORT,VERBRUIKSSEGMENT,Aantal Aansluitingen,%Leveringsrichting,%Fysieke status,%Defintieve aansl (NRM),%Soort aansluiting,Soort aansluiting Naam,SJV,%SJV laag tarief,%Slimme Meter,Gemiddeld aantal telwielen,longitude,latitude
Liander N.V.,Liander N.V. (NW),,Hobbemastraat,1071ZB,1071ZB,AMSTERDAM,NL,ELK,KVB,21,1.0,0.5238,1.0,0.29,1x6,12230,0.3333,0.09519999999999999,1.8,52.35984839,4.883317591
Liander N.V.,Liander N.V. (NW),,Hobbemastraat,1071ZC,1071ZD,AMSTERDAM,NL,ELK,KVB,49,1.0,0.4082,1.0,0.45,3x25,9578,0.3061,0.12240000000000001,1.5,52.36136288,4.883779191
Liander N.V.,Liander N.V. (NW),,Van Breestraat,1071ZE,1071ZE,AMSTERDAM,NL,ELK,KVB,21,0.8571,0.8095,1.0,0.38,3x25,3403,0.09519999999999999,0.09519999999999999,1,52.35686184,4.876850351
,Liander N.V. (NW),,Van Breestraat,1071ZG,1071ZG,AMSTERDAM,NL,ELK,KVB,19,1.0,0.9473999999999999,1.0,0.79,3x25,6571,0.36840000000000006,0.21050000000000002,1.1,52.35661547,4.875909822
,Liander N.V. (NW),,Van Breestraat,1071ZH,1071ZH,AMSTERDAM,NL,ELK,KVB,21,1.0,1.0,1.0,0.48,3x25,3570,0.4286,0.2857,1.2,52.35624098,4.874484361
,Liander N.V. (NW),,Van Breestraat,1071ZJ,1071ZJ,AMSTERDAM,NL,ELK,KVB,29,1.0,0.8276,1.0,0.38,3x25,3977,0.3448,0.3103,1.1,52.35603521,4.873751365
Liander N.V.,Liander N.V. (NW),,Van Breestraat,1071ZK,1071ZK,AMSTERDAM,NL,ELK,KVB,29,0.9309999999999999,0.9655,1.0,0.55,1x25,3428,0.4138,0.3448,1.1,52.35578273,4.872833258
,Liander N.V. (NW),,Van Breestraat,1071ZL,1071ZL,AMSTERDAM,NL,ELK,KVB,22,1.0,1.0,1.0,0.5,1x25,3405,0.1818,0.1364,1.1,52.35555263,4.871979371
,Liander N.V. (NW),,Van Breestraat,1071ZM,1071ZM,AMSTERDAM,NL,ELK,KVB,21,0.9523999999999999,1.0,1.0,0.52,1x25,4350,0.0,0.0,1,52.3551151,4.870353342
,Liander N.V. (NW),,Van Breestraat,1071ZN,1071ZN,AMSTERDAM,NL,ELK,KVB,25,1.0,1.0,1.0,0.52,3x25,5325,0.16,0.12,1.1,52.35484562,4.869362252
Liander N.V.,Liander N.V. (NW),,Van Breestraat,1071ZP,1071ZP,AMSTERDAM,NL,ELK,KVB,30,0.8,0.8667,1.0,0.43,3x25,3992,0.1,0.0333,1.2,52.35715201,4.877051158
Liander N.V.,Liander N.V. (NW),,Van Breestraat,1071ZR,1071ZR,AMSTERDAM,NL,ELK,KVB,18,0.9444,0.9444,1.0,0.78,3x25,5908,0.16670000000000001,0.16670000000000001,1.1,52.35685623,4.875923545
,Liander N.V. (NW),,Van Breestraat,1071ZS,1071ZS,AMSTERDAM,NL,ELK,KVB,21,1.0,0.9523999999999999,1.0,0.48,3x25,3740,0.23809999999999998,0.23809999999999998,1,52.35639637,4.87418265
,Liander N.V. (NW),,Van Breestraat,1071ZT,1071ZT,AMSTERDAM,NL,ELK,KVB,22,1.0,0.9545,1.0,0.5,1x25,3492,0.2727,0.1364,1.2,52.35618607,4.873442818
,Liander N.V. (NW),,Van Breestraat,1071ZV,1071ZV,AMSTERDAM,NL,ELK,KVB,22,0.9091,0.9545,1.0,0.73,3x25,3933,0.3182,0.2273,1.1,52.35597204,4.872638867
,Liander N.V. (NW),,Van Breestraat,1071ZW,1071ZW,AMSTERDAM,NL,ELK,KVB,22,1.0,1.0,1.0,0.45,3x25,3961,0.3182,0.2273,1.1,52.35573816,4.871804884
,Liander N.V. (NW),,Van Breestraat,1071ZX,1071ZX,AMSTERDAM,NL,ELK,KVB,16,1.0,0.9375,1.0,0.63,3x25,7812,0.5,0.375,1.2,52.3552462,4.869991837
Liander N.V.,Liander N.V. (NW),,Van Breestraat,1071ZZ,1071ZZ,AMSTERDAM,NL,ELK,KVB,26,1.0,0.8845999999999999,1.0,0.69,3x25,4921,0.15380000000000002,0.11539999999999999,1.1,52.35500594,4.869089561
,Liander N.V. (NW),,Stadhouderskade,1072AA,1072AA,AMSTERDAM,NL,ELK,KVB,23,1.0,0.9129999999999999,1.0,0.48,1x25,2849,0.1304,0.087,1.1,52.35913972,4.887929772
,Liander N.V. (NW),,Stadhouderskade,1072AB,1072AB,AMSTERDAM,NL,ELK,KVB,13,1.0,0.8462000000000001,1.0,0.46,1x35,1974,0.3846,0.3846,1,52.35889038,4.888197927
,Liander N.V. (NW),,Stadhouderskade,1072AC,1072AC,AMSTERDAM,NL,ELK,KVB,13,1.0,0.8462000000000001,1.0,0.62,3x25,10854,0.3077,0.15380000000000002,1,52.35857287,4.888640473
Liander N.V.,Liander N.V. (NW),,Stadhouderskade,1072AD,1072AD,AMSTERDAM,NL,ELK,KVB,26,1.0,0.8462000000000001,1.0,0.54,3x25,6485,0.46149999999999997,0.2692,1.3,52.35822538,4.889471463
,Liander N.V. (NW),,Stadhouderskade,1072AE,1072AE,AMSTERDAM,NL,ELK,KVB,38,1.0,0.7895,1.0,0.39,1x25,9757,0.2895,0.15789999999999998,1.2,52.35801296,4.890369286
,Liander N.V. (NW),,Ruysdaelkade,1072AG,1072AG,AMSTERDAM,NL,ELK,KVB,31,1.0,0.9677,1.0,0.48,3x25,4139,0.129,0.129,1,52.35904674,4.887348227
,Liander N.V. (NW),,Ruysdaelkade,1072AH,1072AH,AMSTERDAM,NL,ELK,KVB,32,0.875,0.9375,1.0,0.66,1x25,2972,0.1563,0.125,1.1,52.35855786,4.887158291
Liander N.V.,Liander N.V. (NW),,Ruysdaelkade,1072AJ,1072AJ,AMSTERDAM,NL,ELK,KVB,27,1.0,0.8889,1.0,0.59,1x25,2529,0.0,0.0,1,52.35797455,4.887115051
Liander N.V.,Liander N.V. (NW),,Ruysdaelkade,1072AK,1072AK,AMSTERDAM,NL,ELK,KVB,35,1.0,0.9143000000000001,1.0,0.49,1x35,1620,0.3143,0.3143,1,52.3572393,4.887060454
Liander N.V.,Liander N.V. (NW),,Ruysdaelkade,1072AL,1072AL,AMSTERDAM,NL,ELK,KVB,35,0.9714,0.9143000000000001,1.0,0.63,1x25,1542,0.0857,0.0286,1.1,52.35611375,4.887120777
Liander N.V.,Liander N.V. (NW),,Ruysdaelkade,1072AM,1072AM,AMSTERDAM,NL,ELK,KVB,52,1.0,0.8269,1.0,0.5,1x25,1705,0.1346,0.1346,1,52.35555151,4.88712955
Liander N.V.,Liander N.V. (NW),,Ruysdaelkade,1072AN,1072AN,AMSTERDAM,NL,ELK,KVB,28,1.0,0.7143,1.0,0.43,1x25,3970,0.17859999999999998,0.25,1,52.35494559,4.887186062
,Liander N.V. (NW),,Ruysdaelkade,1072AP,1072AP,AMSTERDAM,NL,ELK,KVB,27,1.0,0.9259000000000001,1.0,0.59,1x25,4749,0.5556,0.5185,1.1,52.3542424,4.887230422
Liander N.V.,Liander N.V. (NW),,Ruysdaelkade,1072AR,1072AR,AMSTERDAM,NL,ELK,KVB,36,1.0,0.6389,1.0,0.42,3x25,7484,0.22219999999999998,0.16670000000000001,1.1,52.3537391,4.887212363
Liander N.V.,Liander N.V. (NW),,Ruysdaelkade,1072AS,1072AS,AMSTERDAM,NL,ELK,KVB,52,1.0,0.8654000000000001,1.0,0.48,1x25,1594,0.25,0.17309999999999998,1.1,52.3532171,4.887191943
,Liander N.V. (NW),,Ruysdaelkade,1072AT,1072AT,AMSTERDAM,NL,ELK,KVB,32,1.0,1.0,1.0,0.66,1x25,4859,0.5,0.40630000000000005,1.2,52.35257166,4.886937146
,Liander N.V. (NW),,Ruysdaelkade,1072AV,1072AV,AMSTERDAM,NL,ELK,KVB,47,1.0,0.8723000000000001,1.0,0.51,1x25,2504,0.3617,0.3617,1.1,52.35181958,4.886921871
,Liander N.V. (NW),,Ruysdaelkade,1072AW,1072AW,AMSTERDAM,NL,ELK,KVB,34,0.9706,0.9118,1.0,0.5,1x25,6181,0.3824,0.3529,1,52.35111472,4.886917889
Liander N.V.,Liander N.V. (NW),,Ruysdaelkade,1072AX,1072AX,AMSTERDAM,NL,ELK,KVB,29,1.0,0.6207,1.0,0.34,1x35,4328,0.069,0.069,1,52.35010002,4.886919486
,Liander N.V. (NW),,Ruysdaelkade,1072AZ,1072AZ,AMSTERDAM,NL,ELK,KVB,32,1.0,1.0,1.0,0.97,1x25,1971,0.0313,0.0,1,52.34924661,4.88682763
,Liander N.V. (NW),,Ruysdaelkade AB,1072BA,1072BB,AMSTERDAM,NL,ELK,KVB,92,0.9891,0.9783,1.0,0.88,1x25,2018,0.0326,0.0217,1,52.35763767,4.88788247
Liander N.V.,Liander N.V. (NW),,1e Jacob van Campenstr,1072BC,1072BC,AMSTERDAM,NL,ELK,KVB,32,1.0,0.9063,1.0,0.5,1x35,4694,0.34380000000000005,0.34380000000000005,1.1,52.35755632,4.889303478
Liander N.V.,Liander N.V. (NW),,1e Jacob van Campenstr,1072BD,1072BD,AMSTERDAM,NL,ELK,KVB,42,1.0,0.8571,1.0,0.55,1x25,2964,0.23809999999999998,0.1429,1.1,52.357511,4.890013703
Liander N.V.,Liander N.V. (NW),,1e Jacob van Campenstr,1072BE,1072BE,AMSTERDAM,NL,ELK,KVB,86,0.9767,0.8023,1.0,0.59,1x25,2360,0.0698,0.04650000000000001,1.1,52.3574376,4.887880796
,Liander N.V. (NW),,1e Jacob van Campenstr,1072BG,1072BG,AMSTERDAM,NL,ELK,KVB,36,1.0,0.9722,1.0,0.67,1x25,2245,0.3056,0.2778,1,52.35735513,4.889300311
Liander N.V.,Liander N.V. (NW),,1e Jacob van Campenstr,1072BH,1072BH,AMSTERDAM,NL,ELK,KVB,31,0.9677,0.9355,1.0,0.74,1x25,5398,0.35479999999999995,0.2903,1.1,52.35731375,4.890007274
Liander N.V.,Liander N.V. (NW),,Frans Halsstraat,1072BJ,1072BJ,AMSTERDAM,NL,ELK,KVB,34,1.0,0.9706,1.0,0.91,1x35,2136,0.8529000000000001,0.8234999999999999,1.2,52.35795875,4.889115554
Liander N.V.,Liander N.V. (NW),,Frans Halsstraat,1072BK,1072BK,AMSTERDAM,NL,ELK,KVB,37,1.0,0.7837999999999999,1.0,0.65,1x35,3582,0.4054,0.3514,1.1,52.35711799,4.888971788
Liander N.V.,Liander N.V. (NW),,Frans Halsstraat,1072BL,1072BL,AMSTERDAM,NL,ELK,KVB,23,1.0,0.9565,1.0,0.83,1x35,3573,0.0435,0.0,1,52.356601,4.888902342
Liander N.V.,Liander N.V. (NW),,Frans Halsstraat,1072BM,1072BM,AMSTERDAM,NL,ELK,KVB,47,0.9362,0.7872,1.0,0.4,1x35,2383,0.3191,0.21280000000000002,1,52.35598172,4.888782242
Liander N.V.,Liander N.V. (NW),,Frans Halsstraat,1072BN,1072BN,AMSTERDAM,NL,ELK,KVB,36,0.9722,0.8889,1.0,0.69,1x35,1359,0.5,0.5,1.1,52.35544325,4.888700232
Liander N.V.,Liander N.V. (NW),,Frans Halsstraat,1072BP,1072BP,AMSTERDAM,NL,ELK,KVB,27,1.0,0.7778,1.0,0.56,1x25,2299,0.3704,0.3333,1.1,52.35497745,4.888629796
Liander N.V.,Liander N.V. (NW),,Frans Halsstraat,1072BR,1072BR,AMSTERDAM,NL,ELK,KVB,53,1.0,0.8301999999999999,1.0,0.7,1x35,3463,0.8491,0.7358,1.8,52.35805822,4.888807013
,Liander N.V. (NW),,Frans Halsstraat,1072BS,1072BS,AMSTERDAM,NL,ELK,KVB,37,1.0,0.8919,1.0,0.76,1x35,3309,0.9189,0.8108,1.3,52.3571473,4.888666581
Liander N.V.,Liander N.V. (NW),,Frans Halsstraat,1072BT,1072BT,AMSTERDAM,NL,ELK,KVB,45,1.0,0.7111,1.0,0.58,1x35,3286,0.11109999999999999,0.11109999999999999,1,52.35661534,4.888572425
Liander N.V.,Liander N.V. (NW),,Frans Halsstraat,1072BV,1072BV,AMSTERDAM,NL,ELK,KVB,30,1.0,0.6333,1.0,0.63,3x25,1937,0.1,0.0333,1.1,52.3558809,4.888447414
Liander N.V.,Liander N.V. (NW),,Frans Halsstraat,1072BW,1072BW,AMSTERDAM,NL,ELK,KVB,35,1.0,0.9143000000000001,1.0,0.66,1x35,3836,0.6857,0.6857,1,52.35543758,4.888386003
,Liander N.V. (NW),,Frans Halsstraat,1072BX,1072BX,AMSTERDAM,NL,ELK,KVB,26,1.0,0.9615,1.0,0.73,1x25,1813,0.07690000000000001,0.0385,1,52.35500797,4.888310601
Liander N.V.,Liander N.V. (NW),,Frans Halsstraat,1072BZ,1072BZ,AMSTERDAM,NL,ELK,KVB,22,1.0,0.7273000000000001,1.0,0.45,3x25,2245,0.1364,0.0909,1.1,52.35479297,4.888279513
Liander N.V.,Liander N.V. (NW),,Saenredamstraat,1072CA,1072CA,AMSTERDAM,NL,ELK,KVB,48,1.0,0.9792000000000001,1.0,0.73,1x25,1298,0.0625,0.0625,1,52.35590431,4.887497496
Liander N.V.,Liander N.V. (NW),,Saenredamstraat,1072CB,1072CB,AMSTERDAM,NL,ELK,KVB,55,1.0,0.7273000000000001,1.0,0.47,1x25,1526,0.2,0.1636,1,52.35586856,4.888153975
Liander N.V.,Liander N.V. (NW),,Saenredamstraat,1072CC,1072CC,AMSTERDAM,NL,ELK,KVB,40,1.0,0.95,1.0,0.78,1x25,2382,0.5,0.5,1,52.35580927,4.889205006
Liander N.V.,Liander N.V. (NW),,Saenredamstraat,1072CD,1072CD,AMSTERDAM,NL,ELK,KVB,50,1.0,0.86,1.0,0.54,1x35,2312,0.38,0.32,1,52.35577752,4.889863617
Liander N.V.,Liander N.V. (NW),,Saenredamstraat,1072CE,1072CE,AMSTERDAM,NL,ELK,KVB,31,1.0,0.871,1.0,0.48,1x25,2808,0.0968,0.0968,1,52.35571364,4.887485139
Liander N.V.,Liander N.V. (NW),,Saenredamstraat,1072CG,1072CG,AMSTERDAM,NL,ELK,KVB,35,1.0,0.9714,1.0,0.49,1x25,1741,0.5428999999999999,0.5143,1.1,52.35566818,4.887981367
,Liander N.V. (NW),,Saenredamstraat,1072CH,1072CH,AMSTERDAM,NL,ELK,KVB,99,0.9798,0.48479999999999995,1.0,0.55,1x35,2185,0.2626,0.2323,1,52.35561959,4.889133931
Liander N.V.,Liander N.V. (NW),,Saenredamstraat,1072CJ,1072CJ,AMSTERDAM,NL,ELK,KVB,44,1.0,0.8409,1.0,0.82,1x25,1395,0.2273,0.2045,1,52.35558138,4.889780916
Liander N.V.,Liander N.V. (NW),,Albert Cuypstraat,1072CK,1072CK,AMSTERDAM,NL,ELK,KVB,42,0.9762000000000001,0.9523999999999999,1.0,0.6,1x25,4637,0.381,0.35710000000000003,1.1,52.35474606,4.88747481
Liander N.V.,Liander N.V. (NW),,Albert Cuypstraat,1072CL,1072CL,AMSTERDAM,NL,ELK,KVB,61,1.0,0.7868999999999999,1.0,0.48,1x35,3839,0.21309999999999998,0.16390000000000002,1.1,52.35474535,4.888274939
Liander N.V.,Liander N.V. (NW),,Albert Cuypstraat,1072CM,1072CM,AMSTERDAM,NL,ELK,KVB,32,1.0,0.875,1.0,0.44,1x35,6350,0.5625,0.4375,1.2,52.35487566,4.889180641
Liander N.V.,Liander N.V. (NW),,Albert Cuypstraat,1072CN,1072CN,AMSTERDAM,NL,ELK,KVB,36,1.0,0.8611,1.0,0.58,1x25,3224,0.3333,0.22219999999999998,1.1,52.35498068,4.889705798
Liander N.V.,Liander N.V. (NW),,Albert Cuypstraat,1072CP,1072CP,AMSTERDAM,NL,ELK,KVB,49,1.0,0.8571,1.0,0.53,1x25,3707,0.24489999999999998,0.1429,1.1,52.35522752,4.891016975
,Liander N.V. (NW),,Albert Cuypstraat,1072CR,1072CR,AMSTERDAM,NL,ELK,KVB,42,1.0,0.9762000000000001,1.0,0.83,1x35,2863,0.5714,0.5238,1.1,52.35534637,4.89166438
Liander N.V.,Liander N.V. (NW),,Albert Cuypstraat,1072CS,1072CS,AMSTERDAM,NL,ELK,KVB,67,1.0,0.8806,1.0,0.54,1x25,3919,0.3134,0.1791,1.2,52.35549551,4.892478209
Liander N.V.,Liander N.V. (NW),,Albert Cuypstraat,1072CT,1072CT,AMSTERDAM,NL,ELK,KVB,40,1.0,0.875,1.0,0.45,1x35,2976,0.45,0.4,1.2,52.35447557,4.888118474
,Liander N.V. (NW),,Albert Cuypstraat,1072CV,1072CV,AMSTERDAM,NL,ELK,KVB,72,0.9861,0.9306,1.0,0.39,1x25,3410,0.4722,0.4722,1,52.3545656,4.888869162
Liander N.V.,Liander N.V. (NW),,Albert Cuypstraat,1072CW,1072CW,AMSTERDAM,NL,ELK,KVB,44,1.0,0.7955,1.0,0.48,1x25,3699,0.25,0.0909,1.2,52.35473229,4.889707904
Liander N.V.,Liander N.V. (NW),,Albert Cuypstraat,1072CX,1072CX,AMSTERDAM,NL,ELK,KVB,56,1.0,0.875,1.0,0.59,1x25,3167,0.26789999999999997,0.1429,1.1,52.35502106,4.891232551
,Liander N.V. (NW),,Albert Cuypstraat,1072CZ,1072CZ,AMSTERDAM,NL,ELK,KVB,34,1.0,1.0,1.0,0.71,1x35,2774,0.1471,0.0882,1.1,52.35513828,4.892137652
,Liander N.V. (NW),,Vincent van Goghstraat,1072DA,1072DA,AMSTERDAM,NL,ELK,KVB,25,1.0,0.88,1.0,0.96,1x25,1932,0.08,0.0,1,52.34889373,4.890668573
Liander N.V.,Liander N.V. (NW),,Albert Cuypstraat,1072EA,1072EA,AMSTERDAM,NL,ELK,KVB,54,1.0,0.9259000000000001,1.0,0.5,1x25,3277,0.16670000000000001,0.0926,1.1,52.35529036,4.89270103
,Liander N.V. (NW),,Govert Flinckstraat,1072EB,1072EB,AMSTERDAM,NL,ELK,KVB,18,1.0,1.0,1.0,1.0,1x25,1981,1.0,1.0,,52.35416946,4.887578976
,Liander N.V. (NW),,Govert Flinckstraat,1072EC,1072EC,AMSTERDAM,NL,ELK,KVB,52,1.0,0.9808,1.0,0.87,1x25,2191,0.8845999999999999,0.8654000000000001,1.2,52.35426521,4.888518963
Liander N.V.,Liander N.V. (NW),,Govert Flinckstraat,1072ED,1072ED,AMSTERDAM,NL,ELK,KVB,90,1.0,0.4778,1.0,0.5,3x25,2109,0.15560000000000002,0.1444,1.1,52.35451402,4.889767986
Liander N.V.,Liander N.V. (NW),,Govert Flinckstraat,1072EE,1072EE,AMSTERDAM,NL,ELK,KVB,51,1.0,0.9216,1.0,0.65,1x25,1752,0.4706,0.4706,1,52.35476128,4.891198657
Liander N.V.,Liander N.V. (NW),,Govert Flinckstraat,1072EG,1072EG,AMSTERDAM,NL,ELK,KVB,59,1.0,0.9492,1.0,0.69,1x25,1164,0.7458,0.7458,1.2,52.35489944,4.891994509
Liander N.V.,Liander N.V. (NW),,Govert Flinckstraat,1072EH,1072EH,AMSTERDAM,NL,ELK,KVB,53,1.0,0.8301999999999999,1.0,0.47,1x35,2486,0.6415000000000001,0.6038,1.2,52.35501884,4.892683623
Liander N.V.,Liander N.V. (NW),,Govert Flinckstraat,1072EJ,1072EJ,AMSTERDAM,NL,ELK,KVB,78,1.0,0.8718,1.0,0.69,1x25,2113,0.7436,0.7308,1,52.35406119,4.887974459
,Liander N.V. (NW),,Govert Flinckstraat,1072EK,1072EK,AMSTERDAM,NL,ELK,KVB,19,1.0,0.9473999999999999,1.0,0.95,1x25,1866,0.8421,0.8421,1,52.35427419,4.889431143
Liander N.V.,Liander N.V. (NW),,Govert Flinckstraat,1072EL,1072EL,AMSTERDAM,NL,ELK,KVB,46,1.0,0.5870000000000001,1.0,0.65,3x25,1997,0.3043,0.3043,1,52.35435529,4.889904718
Liander N.V.,Liander N.V. (NW),,Govert Flinckstraat,1072EM,1072EM,AMSTERDAM,NL,ELK,KVB,73,1.0,0.6164000000000001,1.0,0.47,3x25,3188,0.6712,0.47950000000000004,1.3,52.3546115,4.891232971
Liander N.V.,Liander N.V. (NW),,Govert Flinckstraat,1072EN,1072EN,AMSTERDAM,NL,ELK,KVB,40,1.0,0.825,1.0,0.55,1x25,3007,0.75,0.725,1,52.35475934,4.89208066
,Liander N.V. (NW),,Govert Flinckstraat,1072EP,1072EP,AMSTERDAM,NL,ELK,KVB,27,0.9259000000000001,0.8889,1.0,0.74,1x25,2161,0.7037,0.7037,1,52.35488871,4.89281443
Liander N.V.,Liander N.V. (NW),,Ceintuurbaan,1072ER,1072ER,AMSTERDAM,NL,ELK,KVB,40,1.0,0.875,1.0,0.6,1x25,3383,0.15,0.025,1.2,52.35245979,4.887386164
,Liander N.V. (NW),,Ceintuurbaan,1072ES,1072ES,AMSTERDAM,NL,ELK,KVB,48,1.0,0.9792000000000001,1.0,0.54,1x25,1945,0.25,0.20829999999999999,1.1,52.35254357,4.888029907
,Liander N.V. (NW),,Ceintuurbaan,1072ET,1072ET,AMSTERDAM,NL,ELK,KVB,51,1.0,0.9216,1.0,0.49,1x25,1616,0.27449999999999997,0.2353,1.1,52.35261999,4.888581752
,Liander N.V. (NW),,Ceintuurbaan,1072EV,1072EV,AMSTERDAM,NL,ELK,KVB,35,0.9714,0.9143000000000001,1.0,0.66,1x25,3905,0.3143,0.0571,1.2,52.35275112,4.889575565
Liander N.V.,Liander N.V. (NW),,Ceintuurbaan,1072EW,1072EW,AMSTERDAM,NL,ELK,KVB,38,1.0,0.8946999999999999,1.0,0.39,1x25,5630,0.5,0.36840000000000006,1.2,52.35283644,4.89024641
,Liander N.V. (NW),,Ceintuurbaan,1072EX,1072EX,AMSTERDAM,NL,ELK,KVB,32,1.0,0.9375,1.0,0.53,1x25,7694,0.4375,0.375,1.1,52.35302766,4.891637916
,Liander N.V. (NW),,Ceintuurbaan,1072EZ,1072EZ,AMSTERDAM,NL,ELK,KVB,32,1.0,0.9375,1.0,0.41,1x35,8551,0.3125,0.25,1.1,52.353112,4.892245277
Liander N.V.,Liander N.V. (NW),,Ceintuurbaan,1072GA,1072GA,AMSTERDAM,NL,ELK,KVB,35,1.0,0.8856999999999999,1.0,0.31,3x25,6994,0.4,0.2571,1.2,52.3532064,4.892969916
,Liander N.V. (NW),,Ceintuurbaan,1072GB,1072GB,AMSTERDAM,NL,ELK,KVB,35,1.0,0.9714,1.0,0.43,1x25,8458,0.2857,0.2,1.1,52.35343428,4.894382328
Liander N.V.,Liander N.V. (NW),,Ceintuurbaan,1072GC,1072GC,AMSTERDAM,NL,ELK,KVB,52,1.0,0.9615,1.0,0.52,1x25,3541,0.25,0.15380000000000002,1.1,52.35211932,4.8873251
,Liander N.V. (NW),,Ceintuurbaan,1072GD,1072GD,AMSTERDAM,NL,ELK,KVB,37,1.0,0.9459000000000001,1.0,0.73,1x25,3968,0.1351,0.027000000000000003,1.1,52.35222098,4.888094802
Liander N.V.,Liander N.V. (NW),,Ceintuurbaan,1072GE,1072GE,AMSTERDAM,NL,ELK,KVB,39,1.0,0.8718,1.0,0.51,1x35,5187,0.4103,0.2051,1.2,52.3523063,4.888732086
Liander N.V.,Liander N.V. (NW),,Ceintuurbaan,1072GG,1072GG,AMSTERDAM,NL,ELK,KVB,11,1.0,0.8181999999999999,1.0,0.45,1x25,7924,0.2727,0.0,1.3,52.35242859,4.889651623
Liander N.V.,Liander N.V. (NW),,Ceintuurbaan,1072GH,1072GH,AMSTERDAM,NL,ELK,KVB,32,1.0,0.9063,1.0,0.53,1x25,5236,0.25,0.2188,1.1,52.35247854,4.890067223
,Liander N.V. (NW),,Ceintuurbaan,1072GJ,1072GJ,AMSTERDAM,NL,ELK,KVB,37,1.0,0.973,1.0,0.35,1x35,7580,0.7027,0.6486,1.2,52.3525629,4.890716092
Liander N.V.,Liander N.V. (NW),,Ceintuurbaan,1072GK,1072GK,AMSTERDAM,NL,ELK,KVB,43,1.0,0.8371999999999999,1.0,0.49,1x25,7700,0.44189999999999996,0.2791,1.1,52.3527173,4.891815617
,Liander N.V. (NW),,Ceintuurbaan,1072GL,1072GL,AMSTERDAM,NL,ELK,KVB,29,1.0,0.9309999999999999,1.0,0.45,1x25,5562,0.37929999999999997,0.2069,1.2,52.35281135,4.892523607
,Liander N.V. (NW),,Ceintuurbaan,1072GM,1072GM,AMSTERDAM,NL,ELK,KVB,30,1.0,0.9333,1.0,0.5,1x25,3673,0.3667,0.16670000000000001,1.3,52.35291609,4.893303531
Liander N.V.,Liander N.V. (NW),,Ceintuurbaan,1072GN,1072GP,AMSTERDAM,NL,ELK,KVB,31,1.0,0.9031999999999999,1.0,0.52,1x25,11136,0.2581,0.0645,1.2,52.35304288,4.894263653
,Liander N.V. (NW),,Rustenburgerstraat,1072GR,1072GR,AMSTERDAM,NL,ELK,KVB,30,1.0,1.0,1.0,0.93,1x35,2033,0.0667,0.0667,1,52.35172695,4.894083709
,Liander N.V. (NW),,Rustenburgerstraat,1072GS,1072GS,AMSTERDAM,NL,ELK,KVB,47,1.0,0.9573999999999999,1.0,0.85,1x35,1814,0.21280000000000002,0.19149999999999998,1,52.35162653,4.893402224
Liander N.V.,Liander N.V. (NW),,Rustenburgerstraat,1072GT,1072GT,AMSTERDAM,NL,ELK,KVB,44,1.0,0.9545,1.0,0.93,1x35,1728,0.0455,0.0455,1,52.35150946,4.892625579
,Liander N.V. (NW),,Rustenburgerstraat,1072GV,1072GV,AMSTERDAM,NL,ELK,KVB,35,1.0,1.0,1.0,0.86,1x35,1538,0.1429,0.1429,1,52.35141622,4.891976794
Liander N.V.,Liander N.V. (NW),,Rustenburgerstraat,1072GW,1072GW,AMSTERDAM,NL,ELK,KVB,45,1.0,0.9556,1.0,0.53,1x25,2085,0.3556,0.3333,1,52.35123831,4.890612192
,Liander N.V. (NW),,Rustenburgerstraat,1072GX,1072GX,AMSTERDAM,NL,ELK,KVB,41,1.0,1.0,1.0,0.51,1x25,2703,0.4146,0.39020000000000005,1,52.3511667,4.889949377
,Liander N.V. (NW),,Rustenburgerstraat,1072GZ,1072GZ,AMSTERDAM,NL,ELK,KVB,42,1.0,1.0,1.0,0.6,1x35,1353,0.5952000000000001,0.5952000000000001,1.2,52.35100627,4.888468923
,Liander N.V. (NW),,Rustenburgerstraat,1072HA,1072HA,AMSTERDAM,NL,ELK,KVB,25,1.0,1.0,1.0,0.64,1x35,1148,0.68,0.64,1.2,52.35093992,4.887814085
,Liander N.V. (NW),,Rustenburgerstraat,1072HB,1072HB,AMSTERDAM,NL,ELK,KVB,30,1.0,0.9333,1.0,0.63,1x25,1783,0.3667,0.3667,1.1,52.3508805,4.887274492
Liander N.V.,Liander N.V. (NW),,Rustenburgerstraat,1072HC,1072HC,AMSTERDAM,NL,ELK,KVB,47,1.0,0.9362,1.0,0.85,1x35,2258,0.2766,0.23399999999999999,1,52.35190627,4.894025515
Liander N.V.,Liander N.V. (NW),,Rustenburgerstraat,1072HD,1072HD,AMSTERDAM,NL,ELK,KVB,57,0.9649,0.8946999999999999,1.0,0.84,1x35,1742,0.12279999999999999,0.12279999999999999,1,52.35178828,4.893180395
Liander N.V.,Liander N.V. (NW),,Rustenburgerstraat,1072HE,1072HE,AMSTERDAM,NL,ELK,KVB,31,1.0,0.9677,1.0,0.97,1x35,1778,0.0645,0.0645,1,52.35168399,4.892472613
,Liander N.V. (NW),,Rustenburgerstraat,1072HG,1072HG,AMSTERDAM,NL,ELK,KVB,32,1.0,0.9688,1.0,0.72,1x35,2594,0.0625,0.0313,1.1,52.35160357,4.891922144
